Domain,Area,Year,Unit,Value,Flag Description
Fertilizers by Product,Dominican Republic,2020,t,17.44,Official figure
Fertilizers by Product,Dominican Republic,2021,t,30.11,Official figure
Fertilizers by Product,Dominican Republic,2006,t,2853.0,Imputed value
Fertilizers by Product,Dominican Republic,2007,t,5006.0,Imputed value
Fertilizers by Product,Dominican Republic,2008,t,12204.5,Imputed value
Fertilizers by Product,Dominican Republic,2009,t,20473.0,Imputed value
Fertilizers by Product,Dominican Republic,2010,t,56014.37,Official figure
Fertilizers by Product,Dominican Republic,2011,t,47849.88,Official figure
Fertilizers by Product,Dominican Republic,2012,t,46244.0,Official figure
Fertilizers by Product,Dominican Republic,2013,t,51643.0,Official figure
Fertilizers by Product,Dominican Republic,2014,t,61116.0,Official figure
Fertilizers by Product,Dominican Republic,2014,t,712.0,Official figure
Fertilizers by Product,Dominican Republic,2015,t,800.0,Official figure
Fertilizers by Product,Dominican Republic,2016,t,552.0,Official figure
Fertilizers by Product,Dominican Republic,2017,t,727.0,Official figure
Fertilizers by Product,Dominican Republic,2018,t,518.0,Official figure
Fertilizers by Product,Dominican Republic,2006,t,62187.0,Imputed value
Fertilizers by Product,Dominican Republic,2007,t,43029.38,Imputed value
Fertilizers by Product,Dominican Republic,2008,t,46280.96,Imputed value
Fertilizers by Product,Dominican Republic,2009,t,64891.0,Imputed value
Fertilizers by Product,Dominican Republic,2010,t,78972.45,Official figure
Fertilizers by Product,Dominican Republic,2011,t,62782.27,Official figure
Fertilizers by Product,Dominican Republic,2012,t,36936.0,Official figure
Fertilizers by Product,Dominican Republic,2013,t,45533.0,Official figure
Fertilizers by Product,Dominican Republic,2014,t,76280.0,Official figure
Fertilizers by Product,Dominican Republic,2015,t,80300.0,Official figure
Fertilizers by Product,Dominican Republic,2016,t,81639.0,Official figure
Fertilizers by Product,Dominican Republic,2017,t,91289.0,Official figure
Fertilizers by Product,Dominican Republic,2018,t,119245.9,Official figure
Fertilizers by Product,Dominican Republic,2019,t,104071.26,Official figure
Fertilizers by Product,Dominican Republic,2020,t,115473.55,Official figure
Fertilizers by Product,Dominican Republic,2021,t,88093.44,Official figure
Fertilizers by Product,Ecuador,2014,t,173.81,Official figure
Fertilizers by Product,Ecuador,2015,t,152.76,Official figure
Fertilizers by Product,Ecuador,2016,t,528.3,Official figure
Fertilizers by Product,Ecuador,2017,t,416.7,Official figure
Fertilizers by Product,Ecuador,2018,t,573.8,Official figure
Fertilizers by Product,Ecuador,2019,t,524.2,Official figure
Fertilizers by Product,Ecuador,2002,t,26591.0,Imputed value
Fertilizers by Product,Ecuador,2003,t,37171.0,Imputed value
Fertilizers by Product,Ecuador,2004,t,47648.0,Imputed value
Fertilizers by Product,Ecuador,2005,t,30510.0,Imputed value
Fertilizers by Product,Ecuador,2006,t,37128.0,Imputed value
Fertilizers by Product,Ecuador,2007,t,64777.0,Official figure
Fertilizers by Product,Ecuador,2009,t,33732.0,Imputed value
Fertilizers by Product,Ecuador,2010,t,41292.83,Imputed value
Fertilizers by Product,Ecuador,2011,t,77408.4,Imputed value
Fertilizers by Product,Ecuador,2014,t,70700.63,Official figure
Fertilizers by Product,Ecuador,2015,t,48277.7,Official figure
Fertilizers by Product,Ecuador,2016,t,70881.4,Official figure
Fertilizers by Product,Ecuador,2017,t,65541.1,Official figure
Fertilizers by Product,Ecuador,2018,t,82733.5,Official figure
Fertilizers by Product,Ecuador,2019,t,77342.4,Official figure
Fertilizers by Product,Ecuador,2002,t,16553.0,Imputed value
Fertilizers by Product,Ecuador,2003,t,10610.0,Imputed value
Fertilizers by Product,Ecuador,2004,t,33855.0,Imputed value
Fertilizers by Product,Ecuador,2005,t,6639.0,Imputed value
Fertilizers by Product,Ecuador,2006,t,17375.0,Imputed value
Fertilizers by Product,Ecuador,2007,t,25728.0,Official figure
Fertilizers by Product,Ecuador,2009,t,16675.0,Imputed value
Fertilizers by Product,Ecuador,2010,t,19676.61,Imputed value
Fertilizers by Product,Ecuador,2011,t,18890.55,Imputed value
Fertilizers by Product,Ecuador,2014,t,37106.37,Official figure
Fertilizers by Product,Ecuador,2015,t,48020.79,Official figure
Fertilizers by Product,Ecuador,2016,t,63338.1,Official figure
Fertilizers by Product,Ecuador,2017,t,67944.4,Official figure
Fertilizers by Product,Ecuador,2018,t,87770.2,Official figure
Fertilizers by Product,Ecuador,2019,t,94743.4,Official figure
Fertilizers by Product,Ecuador,2007,t,609800.0,Official figure
Fertilizers by Product,Ecuador,2014,t,0.75,Official figure
Fertilizers by Product,Ecuador,2015,t,19476.49,Official figure
Fertilizers by Product,Ecuador,2016,t,0.0,Official figure
Fertilizers by Product,Ecuador,2017,t,0.0,Official figure
Fertilizers by Product,Ecuador,2018,t,0.0,Official figure
Fertilizers by Product,Ecuador,2019,t,0.0,Official figure
Fertilizers by Product,Ecuador,2002,t,66056.0,Imputed value
Fertilizers by Product,Ecuador,2003,t,54684.0,Imputed value
Fertilizers by Product,Ecuador,2004,t,79149.0,Imputed value
Fertilizers by Product,Ecuador,2005,t,69584.0,Imputed value
Fertilizers by Product,Ecuador,2006,t,67207.0,Imputed value
Fertilizers by Product,Ecuador,2008,t,44555.0,Imputed value
Fertilizers by Product,Ecuador,2009,t,36424.0,Imputed value
Fertilizers by Product,Ecuador,2010,t,40327.28,Imputed value
Fertilizers by Product,Ecuador,2011,t,42103.41,Imputed value
Fertilizers by Product,Ecuador,2014,t,73954.57,Official figure
Fertilizers by Product,Ecuador,2015,t,73656.02,Official figure
Fertilizers by Product,Ecuador,2016,t,73024.6,Official figure
Fertilizers by Product,Ecuador,2017,t,94534.7,Official figure
Fertilizers by Product,Ecuador,2018,t,83578.2,Official figure
Fertilizers by Product,Ecuador,2019,t,87208.2,Official figure
Fertilizers by Product,Ecuador,2014,t,20876.03,Official figure
Fertilizers by Product,Ecuador,2015,t,17618.91,Official figure
Fertilizers by Product,Ecuador,2016,t,21132.5,Official figure
Fertilizers by Product,Ecuador,2017,t,26598.7,Official figure
Fertilizers by Product,Ecuador,2018,t,25751.4,Official figure
Fertilizers by Product,Ecuador,2019,t,28631.6,Official figure
Fertilizers by Product,Ecuador,2002,t,602.0,Imputed value
Fertilizers by Product,Ecuador,2003,t,300.0,Imputed value
Fertilizers by Product,Ecuador,2004,t,531.0,Imputed value
Fertilizers by Product,Ecuador,2005,t,967.0,Imputed value
Fertilizers by Product,Ecuador,2006,t,478.0,Imputed value
Fertilizers by Product,Ecuador,2008,t,2059.0,Imputed value
Fertilizers by Product,Ecuador,2009,t,22801.0,Imputed value
Fertilizers by Product,Ecuador,2010,t,30415.65,Imputed value
Fertilizers by Product,Ecuador,2011,t,16098.58,Imputed value
Fertilizers by Product,Ecuador,2014,t,10210.34,Official figure
Fertilizers by Product,Ecuador,2015,t,13018.71,Official figure
Fertilizers by Product,Ecuador,2016,t,4610.0,Official figure
Fertilizers by Product,Ecuador,2017,t,9286.9,Official figure
Fertilizers by Product,Ecuador,2018,t,5509.5,Official figure
Fertilizers by Product,Ecuador,2019,t,11857.3,Official figure
Fertilizers by Product,Ecuador,2002,t,29497.0,Imputed value
Fertilizers by Product,Ecuador,2003,t,17323.0,Imputed value
Fertilizers by Product,Ecuador,2004,t,19993.0,Imputed value
Fertilizers by Product,Ecuador,2005,t,16921.0,Imputed value
Fertilizers by Product,Ecuador,2006,t,23965.0,Imputed value
Fertilizers by Product,Ecuador,2007,t,9520.0,Official figure
Fertilizers by Product,Ecuador,2008,t,20281.0,Imputed value
Fertilizers by Product,Ecuador,2009,t,18598.0,Imputed value
Fertilizers by Product,Ecuador,2010,t,22723.52,Imputed value
Fertilizers by Product,Ecuador,2011,t,29926.56,Imputed value
Fertilizers by Product,Ecuador,2014,t,46904.71,Official figure
Fertilizers by Product,Ecuador,2015,t,30803.66,Official figure
Fertilizers by Product,Ecuador,2016,t,19119.4,Official figure
Fertilizers by Product,Ecuador,2017,t,41224.2,Official figure
Fertilizers by Product,Ecuador,2018,t,73663.3,Official figure
Fertilizers by Product,Ecuador,2019,t,33994.4,Official figure
Fertilizers by Product,Ecuador,2014,t,32410.0,Official figure
Fertilizers by Product,Ecuador,2015,t,28680.25,Official figure
Fertilizers by Product,Ecuador,2016,t,30678.6,Official figure
Fertilizers by Product,Ecuador,2017,t,58681.9,Official figure
Fertilizers by Product,Ecuador,2018,t,59397.2,Official figure
Fertilizers by Product,Ecuador,2019,t,59954.4,Official figure
Fertilizers by Product,Ecuador,2016,t,0.0,Imputed value
Fertilizers by Product,Ecuador,2002,t,102.0,Imputed value
Fertilizers by Product,Ecuador,2003,t,214.0,Imputed value
Fertilizers by Product,Ecuador,2004,t,373.0,Imputed value
Fertilizers by Product,Ecuador,2005,t,238.0,Imputed value
Fertilizers by Product,Ecuador,2006,t,1793.0,Imputed value
Fertilizers by Product,Ecuador,2008,t,760.0,Imputed value
Fertilizers by Product,Ecuador,2009,t,24.0,Imputed value
Fertilizers by Product,Ecuador,2010,t,10.02,Imputed value
Fertilizers by Product,Ecuador,2011,t,3198.26,Imputed value
Fertilizers by Product,Ecuador,2014,t,1510.45,Official figure
Fertilizers by Product,Ecuador,2015,t,1573.69,Official figure
Fertilizers by Product,Ecuador,2016,t,5199.1,Official figure
Fertilizers by Product,Ecuador,2017,t,11456.6,Official figure
Fertilizers by Product,Ecuador,2018,t,8572.5,Official figure
Fertilizers by Product,Ecuador,2019,t,8450.4,Official figure
Fertilizers by Product,Ecuador,2014,t,2601.51,Official figure
Fertilizers by Product,Ecuador,2015,t,3045.67,Official figure
Fertilizers by Product,Ecuador,2016,t,1541.4,Official figure
Fertilizers by Product,Ecuador,2017,t,1982.0,Official figure
Fertilizers by Product,Ecuador,2018,t,2890.6,Official figure
Fertilizers by Product,Ecuador,2019,t,1713.7,Official figure
Fertilizers by Product,Ecuador,2014,t,10222.43,Official figure
Fertilizers by Product,Ecuador,2015,t,9701.07,Official figure
Fertilizers by Product,Ecuador,2016,t,983.7,Official figure
Fertilizers by Product,Ecuador,2017,t,12398.7,Official figure
Fertilizers by Product,Ecuador,2018,t,10832.4,Official figure
Fertilizers by Product,Ecuador,2019,t,12427.0,Official figure
Fertilizers by Product,Ecuador,2014,t,239.6,Official figure
Fertilizers by Product,Ecuador,2015,t,346.69,Official figure
Fertilizers by Product,Ecuador,2016,t,1095.4,Official figure
Fertilizers by Product,Ecuador,2017,t,1410.4,Official figure
Fertilizers by Product,Ecuador,2018,t,1106.4,Official figure
Fertilizers by Product,Ecuador,2019,t,1258.9,Official figure
Fertilizers by Product,Ecuador,2002,t,346.0,Imputed value
Fertilizers by Product,Ecuador,2003,t,168.0,Imputed value
Fertilizers by Product,Ecuador,2004,t,276.0,Imputed value
Fertilizers by Product,Ecuador,2005,t,190.0,Imputed value
Fertilizers by Product,Ecuador,2008,t,109.0,Imputed value
Fertilizers by Product,Ecuador,2009,t,85.0,Imputed value
Fertilizers by Product,Ecuador,2010,t,143.27,Imputed value
Fertilizers by Product,Ecuador,2011,t,112.73,Imputed value
Fertilizers by Product,Ecuador,2016,t,631.2,Official figure
Fertilizers by Product,Ecuador,2017,t,1538.6,Official figure
Fertilizers by Product,Ecuador,2018,t,5724.5,Official figure
Fertilizers by Product,Ecuador,2019,t,4652.0,Official figure
Fertilizers by Product,Ecuador,2002,t,83772.0,Imputed value
Fertilizers by Product,Ecuador,2003,t,70631.0,Imputed value
Fertilizers by Product,Ecuador,2004,t,146122.0,Imputed value
Fertilizers by Product,Ecuador,2005,t,54218.0,Imputed value
Fertilizers by Product,Ecuador,2006,t,135625.0,Imputed value
Fertilizers by Product,Ecuador,2009,t,60320.0,Imputed value
Fertilizers by Product,Ecuador,2010,t,149732.91,Imputed value
Fertilizers by Product,Ecuador,2011,t,156249.01,Imputed value
Fertilizers by Product,Ecuador,2014,t,160800.91,Official figure
Fertilizers by Product,Ecuador,2015,t,117338.51,Official figure
Fertilizers by Product,Ecuador,2016,t,140543.2,Official figure
Fertilizers by Product,Ecuador,2017,t,152376.7,Official figure
Fertilizers by Product,Ecuador,2018,t,151378.3,Official figure
Fertilizers by Product,Ecuador,2019,t,118449.1,Official figure
Fertilizers by Product,Ecuador,2002,t,8147.0,Imputed value
Fertilizers by Product,Ecuador,2003,t,7695.0,Imputed value
Fertilizers by Product,Ecuador,2004,t,7496.0,Imputed value
Fertilizers by Product,Ecuador,2005,t,9840.0,Imputed value
Fertilizers by Product,Ecuador,2006,t,9152.0,Imputed value
Fertilizers by Product,Ecuador,2008,t,6978.0,Imputed value
Fertilizers by Product,Ecuador,2009,t,3753.0,Imputed value
Fertilizers by Product,Ecuador,2010,t,7281.08,Imputed value
Fertilizers by Product,Ecuador,2011,t,6530.28,Imputed value
Fertilizers by Product,Ecuador,2015,t,6733.51,Official figure
Fertilizers by Product,Ecuador,2016,t,6391.0,Official figure
Fertilizers by Product,Ecuador,2017,t,13102.2,Official figure
Fertilizers by Product,Ecuador,2018,t,13429.6,Official figure
Fertilizers by Product,Ecuador,2019,t,6112.1,Official figure
Fertilizers by Product,Ecuador,2002,t,974.0,Imputed value
Fertilizers by Product,Ecuador,2003,t,3009.0,Imputed value
Fertilizers by Product,Ecuador,2004,t,9327.0,Imputed value
Fertilizers by Product,Ecuador,2005,t,2049.0,Imputed value
Fertilizers by Product,Ecuador,2006,t,10165.0,Imputed value
Fertilizers by Product,Ecuador,2007,t,9989.0,Official figure
Fertilizers by Product,Ecuador,2009,t,1866.0,Imputed value
Fertilizers by Product,Ecuador,2010,t,10225.88,Imputed value
Fertilizers by Product,Ecuador,2011,t,10406.62,Imputed value
Fertilizers by Product,Ecuador,2014,t,14012.93,Official figure
Fertilizers by Product,Ecuador,2015,t,14148.49,Official figure
Fertilizers by Product,Ecuador,2016,t,18450.8,Official figure
Fertilizers by Product,Ecuador,2017,t,34062.9,Official figure
Fertilizers by Product,Ecuador,2018,t,55316.7,Official figure
Fertilizers by Product,Ecuador,2019,t,62688.0,Official figure
Fertilizers by Product,Ecuador,2014,t,1170.0,Official figure
Fertilizers by Product,Ecuador,2015,t,1526.8,Official figure
Fertilizers by Product,Ecuador,2016,t,1419.1,Official figure
Fertilizers by Product,Ecuador,2017,t,1338.3,Official figure
Fertilizers by Product,Ecuador,2018,t,1917.3,Official figure
Fertilizers by Product,Ecuador,2019,t,2430.4,Official figure
Fertilizers by Product,Ecuador,2006,t,1167.0,Imputed value
Fertilizers by Product,Ecuador,2008,t,2911.0,Imputed value
Fertilizers by Product,Ecuador,2009,t,310.0,Imputed value
Fertilizers by Product,Ecuador,2010,t,356.42,Imputed value
Fertilizers by Product,Ecuador,2011,t,397.0,Imputed value
Fertilizers by Product,Ecuador,2014,t,927.35,Official figure
Fertilizers by Product,Ecuador,2015,t,189.0,Official figure
Fertilizers by Product,Ecuador,2016,t,818.6,Official figure
Fertilizers by Product,Ecuador,2017,t,397.0,Official figure
Fertilizers by Product,Ecuador,2018,t,0.0,Official figure
Fertilizers by Product,Ecuador,2019,t,0.0,Official figure
Fertilizers by Product,Ecuador,2016,t,3.3,Official figure
Fertilizers by Product,Ecuador,2017,t,231.9,Official figure
Fertilizers by Product,Ecuador,2018,t,1.8,Official figure
Fertilizers by Product,Ecuador,2019,t,0.0,Official figure
Fertilizers by Product,Ecuador,2002,t,223056.0,Imputed value
Fertilizers by Product,Ecuador,2003,t,199664.0,Imputed value
Fertilizers by Product,Ecuador,2004,t,205393.0,Imputed value
Fertilizers by Product,Ecuador,2005,t,192026.0,Imputed value
Fertilizers by Product,Ecuador,2006,t,202335.0,Imputed value
Fertilizers by Product,Ecuador,2007,t,6248224.0,Official figure
Fertilizers by Product,Ecuador,2009,t,269885.0,Imputed value
Fertilizers by Product,Ecuador,2010,t,274179.42,Imputed value
Fertilizers by Product,Ecuador,2011,t,290754.34,Imputed value
Fertilizers by Product,Ecuador,2014,t,246482.6,Official figure
Fertilizers by Product,Ecuador,2015,t,175412.54,Official figure
Fertilizers by Product,Ecuador,2016,t,291746.8,Official figure
Fertilizers by Product,Ecuador,2017,t,269263.1,Official figure
Fertilizers by Product,Ecuador,2018,t,284693.3,Official figure
Fertilizers by Product,Ecuador,2019,t,271764.3,Official figure
Fertilizers by Product,Ecuador,2010,t,1.08,Imputed value
Fertilizers by Product,Ecuador,2011,t,0.78,Imputed value
Fertilizers by Product,Ecuador,2014,t,0.0,Official figure
Fertilizers by Product,Ecuador,2015,t,0.0,Official figure
Fertilizers by Product,Ecuador,2016,t,0.0,Official figure
Fertilizers by Product,Ecuador,2017,t,0.0,Official figure
Fertilizers by Product,Ecuador,2018,t,0.0,Official figure
Fertilizers by Product,Ecuador,2019,t,0.0,Official figure
Fertilizers by Product,Egypt,2012,t,0.0,Estimated value
Fertilizers by Product,Egypt,2013,t,0.0,Imputed value
Fertilizers by Product,Egypt,2014,t,0.0,Imputed value
Fertilizers by Product,Egypt,2015,t,0.0,Imputed value
Fertilizers by Product,Egypt,2016,t,0.0,Imputed value
Fertilizers by Product,Egypt,2002,t,1282000.0,Imputed value
Fertilizers by Product,Egypt,2003,t,1312559.0,Imputed value
Fertilizers by Product,Egypt,2004,t,1419223.0,Imputed value
Fertilizers by Product,Egypt,2010,t,1191000.0,Imputed value
Fertilizers by Product,Egypt,2011,t,828000.0,Imputed value
Fertilizers by Product,Egypt,2012,t,800000.0,Estimated value
Fertilizers by Product,Egypt,2013,t,1011000.0,Estimated value
Fertilizers by Product,Egypt,2014,t,850000.0,Estimated value
Fertilizers by Product,Egypt,2015,t,488270.0,Official figure
Fertilizers by Product,Egypt,2016,t,2058964.0,Official figure
Fertilizers by Product,Egypt,2017,t,4529720.0,Official figure
Fertilizers by Product,Egypt,2018,t,3773159.43,Official figure
Fertilizers by Product,Egypt,2003,t,48981.0,Imputed value
Fertilizers by Product,Egypt,2004,t,27635.0,Imputed value
Fertilizers by Product,Egypt,2010,t,135000.0,Imputed value
Fertilizers by Product,Egypt,2011,t,174000.0,Imputed value
Fertilizers by Product,Egypt,2012,t,135000.0,Estimated value
Fertilizers by Product,Egypt,2013,t,190000.0,Estimated value
Fertilizers by Product,Egypt,2014,t,200000.0,Imputed value
Fertilizers by Product,Egypt,2015,t,80776.0,Official figure
Fertilizers by Product,Egypt,2016,t,1037.0,Official figure
Fertilizers by Product,Egypt,2017,t,1000.0,Official figure
Fertilizers by Product,Egypt,2018,t,0.96,Official figure
Fertilizers by Product,Egypt,2003,t,519.0,Imputed value
Fertilizers by Product,Egypt,2004,t,1651.0,Imputed value
Fertilizers by Product,Egypt,2010,t,12000.0,Imputed value
Fertilizers by Product,Egypt,2012,t,22000.0,Estimated value
Fertilizers by Product,Egypt,2013,t,15000.0,Estimated value
Fertilizers by Product,Egypt,2014,t,18000.0,Imputed value
Fertilizers by Product,Egypt,2015,t,18000.0,Imputed value
Fertilizers by Product,Egypt,2016,t,18000.0,Imputed value
Fertilizers by Product,Egypt,2003,t,1287.0,Imputed value
Fertilizers by Product,Egypt,2004,t,999.0,Imputed value
Fertilizers by Product,Egypt,2006,t,128000.0,Imputed value
Fertilizers by Product,Egypt,2007,t,234000.0,Imputed value
Fertilizers by Product,Egypt,2008,t,323000.0,Official figure
Fertilizers by Product,Egypt,2009,t,168247.0,Imputed value
Fertilizers by Product,Egypt,2010,t,310000.0,Imputed value
Fertilizers by Product,Egypt,2011,t,265000.0,Imputed value
Fertilizers by Product,Egypt,2012,t,400000.0,Estimated value
Fertilizers by Product,Egypt,2013,t,400000.0,Estimated value
Fertilizers by Product,Egypt,2014,t,400000.0,Imputed value
Fertilizers by Product,Egypt,2015,t,400000.0,Imputed value
Fertilizers by Product,Egypt,2016,t,400000.0,Imputed value
Fertilizers by Product,Egypt,2003,t,61.0,Imputed value
Fertilizers by Product,Egypt,2004,t,162.0,Imputed value
Fertilizers by Product,Egypt,2013,t,1000.0,Estimated value
Fertilizers by Product,Egypt,2014,t,5000.0,Imputed value
Fertilizers by Product,Egypt,2015,t,5000.0,Imputed value
Fertilizers by Product,Egypt,2016,t,5000.0,Imputed value
Fertilizers by Product,Egypt,2012,t,0.0,Estimated value
Fertilizers by Product,Egypt,2013,t,0.0,Imputed value
Fertilizers by Product,Egypt,2014,t,0.0,Imputed value
Fertilizers by Product,Egypt,2015,t,0.0,Imputed value
Fertilizers by Product,Egypt,2016,t,0.0,Imputed value
Fertilizers by Product,Egypt,2004,t,499.0,Imputed value
Fertilizers by Product,Egypt,2003,t,151.0,Imputed value
Fertilizers by Product,Egypt,2004,t,1468.0,Imputed value
Fertilizers by Product,Egypt,2011,t,47000.0,Imputed value
Fertilizers by Product,Egypt,2013,t,78000.0,Estimated value
Fertilizers by Product,Egypt,2014,t,88000.0,Imputed value
Fertilizers by Product,Egypt,2015,t,10700.0,Official figure
Fertilizers by Product,Egypt,2016,t,3050.0,Official figure
Fertilizers by Product,Egypt,2017,t,7630.55,Official figure
Fertilizers by Product,Egypt,2018,t,12211.1,Official figure
Fertilizers by Product,Egypt,2003,t,93705.0,Imputed value
Fertilizers by Product,Egypt,2004,t,64045.0,Imputed value
Fertilizers by Product,Egypt,2010,t,56000.0,Imputed value
Fertilizers by Product,Egypt,2013,t,30000.0,Estimated value
Fertilizers by Product,Egypt,2014,t,33000.0,Estimated value
Fertilizers by Product,Egypt,2015,t,94201.0,Official figure
Fertilizers by Product,Egypt,2016,t,68548.0,Official figure
Fertilizers by Product,Egypt,2017,t,38089.27,Official figure
Fertilizers by Product,Egypt,2018,t,20630.55,Official figure
Fertilizers by Product,Egypt,2002,t,43000.0,Imputed value
Fertilizers by Product,Egypt,2003,t,10000.0,Imputed value
Fertilizers by Product,Egypt,2004,t,24000.0,Imputed value
Fertilizers by Product,Egypt,2011,t,15000.0,Imputed value
Fertilizers by Product,Egypt,2012,t,100000.0,Estimated value
Fertilizers by Product,Egypt,2013,t,100000.0,Estimated value
Fertilizers by Product,Egypt,2014,t,100000.0,Estimated value
Fertilizers by Product,Egypt,2015,t,76535.0,Official figure
Fertilizers by Product,Egypt,2016,t,12999.0,Official figure
Fertilizers by Product,Egypt,2017,t,2210.0,Official figure
Fertilizers by Product,Egypt,2018,t,0.42,Official figure
Fertilizers by Product,Egypt,2004,t,1204000.0,Imputed value
Fertilizers by Product,Egypt,2010,t,1318000.0,Imputed value
Fertilizers by Product,Egypt,2011,t,1487000.0,Imputed value
Fertilizers by Product,Egypt,2012,t,1119000.0,Estimated value
Fertilizers by Product,Egypt,2013,t,1150000.0,Estimated value
Fertilizers by Product,Egypt,2014,t,1600000.0,Estimated value
Fertilizers by Product,Egypt,2015,t,1331192.0,Official figure
Fertilizers by Product,Egypt,2016,t,786224.0,Official figure
Fertilizers by Product,Egypt,2017,t,436872.0,Official figure
Fertilizers by Product,Egypt,2018,t,87520.0,Official figure
Fertilizers by Product,Egypt,2002,t,1328000.0,Imputed value
Fertilizers by Product,Egypt,2003,t,2200808.0,Imputed value
Fertilizers by Product,Egypt,2004,t,2557665.0,Imputed value
Fertilizers by Product,Egypt,2010,t,2063000.0,Imputed value
Fertilizers by Product,Egypt,2011,t,1945000.0,Imputed value
Fertilizers by Product,Egypt,2012,t,1900000.0,Estimated value
Fertilizers by Product,Egypt,2013,t,2000000.0,Estimated value
Fertilizers by Product,Egypt,2014,t,2130000.0,Estimated value
Fertilizers by Product,Egypt,2015,t,1110321.0,Official figure
Fertilizers by Product,Egypt,2016,t,3950265.0,Official figure
Fertilizers by Product,Egypt,2017,t,14418467.0,Official figure
Fertilizers by Product,Egypt,2018,t,8757969.81,Official figure
Fertilizers by Product,Egypt,2011,t,316000.0,Imputed value
Fertilizers by Product,El Salvador,2005,t,6520.0,Imputed value
Fertilizers by Product,El Salvador,2006,t,1100.0,Imputed value
Fertilizers by Product,El Salvador,2007,t,8000.0,Imputed value
Fertilizers by Product,El Salvador,2008,t,29046.5,Imputed value
Fertilizers by Product,El Salvador,2009,t,8960.0,Imputed value
Fertilizers by Product,El Salvador,2010,t,27925.0,Imputed value
Fertilizers by Product,El Salvador,2011,t,10885.0,Imputed value
Fertilizers by Product,El Salvador,2005,t,138959.0,Imputed value
Fertilizers by Product,El Salvador,2006,t,113490.0,Imputed value
Fertilizers by Product,El Salvador,2007,t,163828.0,Imputed value
Fertilizers by Product,El Salvador,2008,t,143209.26,Imputed value
Fertilizers by Product,El Salvador,2009,t,184320.0,Imputed value
Fertilizers by Product,El Salvador,2010,t,100075.0,Imputed value
Fertilizers by Product,El Salvador,2011,t,185305.0,Imputed value
Fertilizers by Product,El Salvador,2015,t,156786.3,Official figure
Fertilizers by Product,El Salvador,2016,t,130073.62,Official figure
Fertilizers by Product,El Salvador,2017,t,11239.0,Official figure
Fertilizers by Product,El Salvador,2018,t,138222.44,Official figure
Fertilizers by Product,El Salvador,2019,t,70779.22,Official figure
Fertilizers by Product,El Salvador,2020,t,112238.78,Official figure
Fertilizers by Product,El Salvador,2021,t,183097.39,Official figure
Fertilizers by Product,El Salvador,2005,t,500.0,Imputed value
Fertilizers by Product,El Salvador,2006,t,4953.0,Imputed value
Fertilizers by Product,El Salvador,2007,t,3000.0,Imputed value
Fertilizers by Product,El Salvador,2015,t,26.0,Official figure
Fertilizers by Product,El Salvador,2016,t,132.0,Official figure
Fertilizers by Product,El Salvador,2017,t,27.0,Official figure
Fertilizers by Product,El Salvador,2018,t,18.3,Official figure
Fertilizers by Product,El Salvador,2020,t,0.12,Official figure
Fertilizers by Product,El Salvador,2005,t,19858.0,Imputed value
Fertilizers by Product,El Salvador,2006,t,19809.0,Imputed value
Fertilizers by Product,El Salvador,2007,t,21569.0,Imputed value
Fertilizers by Product,El Salvador,2011,t,9588.0,Imputed value
Fertilizers by Product,El Salvador,2015,t,9697.16,Official figure
Fertilizers by Product,El Salvador,2016,t,22338.06,Official figure
Fertilizers by Product,El Salvador,2017,t,31548.52,Official figure
Fertilizers by Product,El Salvador,2018,t,30285.02,Official figure
Fertilizers by Product,El Salvador,2019,t,17718.1,Official figure
Fertilizers by Product,El Salvador,2020,t,16630.82,Official figure
Fertilizers by Product,El Salvador,2021,t,22099.28,Official figure
Fertilizers by Product,El Salvador,2016,t,123197.47,Official figure
Fertilizers by Product,El Salvador,2017,t,173159.52,Official figure
Fertilizers by Product,El Salvador,2018,t,168764.99,Official figure
Fertilizers by Product,El Salvador,2019,t,87685.53,Official figure
Fertilizers by Product,El Salvador,2020,t,2643.42,Official figure
Fertilizers by Product,El Salvador,2021,t,11354.01,Official figure
Fertilizers by Product,El Salvador,2005,t,223.0,Imputed value
Fertilizers by Product,El Salvador,2006,t,320.0,Imputed value
Fertilizers by Product,El Salvador,2007,t,2320.0,Imputed value
Fertilizers by Product,El Salvador,2009,t,3318.0,Imputed value
Fertilizers by Product,El Salvador,2010,t,1643.0,Imputed value
Fertilizers by Product,El Salvador,2011,t,1296.0,Imputed value
Fertilizers by Product,El Salvador,2015,t,14.5,Official figure
Fertilizers by Product,El Salvador,2016,t,15.0,Official figure
Fertilizers by Product,El Salvador,2017,t,6.5,Official figure
Fertilizers by Product,El Salvador,2018,t,2.63,Official figure
Fertilizers by Product,El Salvador,2021,t,0.0,Official figure
Fertilizers by Product,El Salvador,2005,t,8491.0,Imputed value
Fertilizers by Product,El Salvador,2006,t,543.0,Imputed value
Fertilizers by Product,El Salvador,2007,t,1004.0,Imputed value
Fertilizers by Product,El Salvador,2008,t,12730.42,Imputed value
Fertilizers by Product,El Salvador,2009,t,15670.0,Imputed value
Fertilizers by Product,El Salvador,2010,t,100256.0,Imputed value
Fertilizers by Product,El Salvador,2011,t,88261.0,Imputed value
Fertilizers by Product,El Salvador,2015,t,170.1,Official figure
Fertilizers by Product,El Salvador,2016,t,2571.91,Official figure
Fertilizers by Product,El Salvador,2017,t,1080.22,Official figure
Fertilizers by Product,El Salvador,2018,t,1303.21,Official figure
