Domain,Area,Year,Unit,Value,Flag Description
Fertilizers by Product,Argentina,2014,t,16608.0,Official figure
Fertilizers by Product,Argentina,2015,t,14719.0,Official figure
Fertilizers by Product,Argentina,2016,t,14350.0,Official figure
Fertilizers by Product,Argentina,2017,t,6053.0,Official figure
Fertilizers by Product,Argentina,2018,t,5384.0,Estimated value
Fertilizers by Product,Argentina,2019,t,5771.0,Official figure
Fertilizers by Product,Argentina,2020,t,9183.0,Official figure
Fertilizers by Product,Argentina,2004,t,10720.0,Imputed value
Fertilizers by Product,Argentina,2005,t,11436.0,Imputed value
Fertilizers by Product,Argentina,2006,t,16128.0,Imputed value
Fertilizers by Product,Argentina,2009,t,7265.0,Imputed value
Fertilizers by Product,Argentina,2010,t,10512.0,Official figure
Fertilizers by Product,Argentina,2011,t,9876.0,Official figure
Fertilizers by Product,Argentina,2012,t,10115.0,Official figure
Fertilizers by Product,Argentina,2013,t,11583.0,Official figure
Fertilizers by Product,Argentina,2014,t,8621.0,Official figure
Fertilizers by Product,Argentina,2015,t,7327.0,Official figure
Fertilizers by Product,Argentina,2016,t,7040.0,Official figure
Fertilizers by Product,Argentina,2017,t,4009.0,Official figure
Fertilizers by Product,Argentina,2018,t,7831.0,Estimated value
Fertilizers by Product,Argentina,2019,t,5839.0,Official figure
Fertilizers by Product,Argentina,2020,t,6171.0,Official figure
Fertilizers by Product,Argentina,2004,t,135968.0,Imputed value
Fertilizers by Product,Argentina,2005,t,176026.0,Imputed value
Fertilizers by Product,Argentina,2006,t,242201.0,Imputed value
Fertilizers by Product,Argentina,2007,t,246131.0,Imputed value
Fertilizers by Product,Argentina,2008,t,167520.0,Imputed value
Fertilizers by Product,Argentina,2009,t,81403.0,Imputed value
Fertilizers by Product,Argentina,2010,t,453741.0,Official figure
Fertilizers by Product,Argentina,2011,t,381651.0,Official figure
Fertilizers by Product,Argentina,2012,t,367019.0,Official figure
Fertilizers by Product,Argentina,2013,t,351506.0,Official figure
Fertilizers by Product,Argentina,2014,t,112201.0,Estimated value
Fertilizers by Product,Argentina,2015,t,81167.0,Estimated value
Fertilizers by Product,Argentina,2016,t,93312.0,Estimated value
Fertilizers by Product,Argentina,2017,t,75987.0,Estimated value
Fertilizers by Product,Argentina,2018,t,110566.0,Estimated value
Fertilizers by Product,Argentina,2019,t,97384.0,Official figure
Fertilizers by Product,Argentina,2020,t,121167.0,Official figure
Fertilizers by Product,Argentina,2004,t,102734.0,Imputed value
Fertilizers by Product,Argentina,2005,t,171876.0,Imputed value
Fertilizers by Product,Argentina,2006,t,202401.0,Imputed value
Fertilizers by Product,Argentina,2007,t,209456.0,Imputed value
Fertilizers by Product,Argentina,2010,t,128278.0,Official figure
Fertilizers by Product,Argentina,2011,t,148168.0,Official figure
Fertilizers by Product,Argentina,2012,t,106680.0,Official figure
Fertilizers by Product,Argentina,2013,t,121694.0,Official figure
Fertilizers by Product,Argentina,2014,t,335169.0,Estimated value
Fertilizers by Product,Argentina,2015,t,285531.0,Estimated value
Fertilizers by Product,Argentina,2016,t,302815.0,Estimated value
Fertilizers by Product,Argentina,2017,t,289138.0,Estimated value
Fertilizers by Product,Argentina,2018,t,306238.0,Estimated value
Fertilizers by Product,Argentina,2019,t,316622.0,Official figure
Fertilizers by Product,Argentina,2020,t,333914.0,Official figure
Fertilizers by Product,Argentina,2004,t,1063281.0,Imputed value
Fertilizers by Product,Argentina,2005,t,794928.0,Imputed value
Fertilizers by Product,Argentina,2006,t,972607.0,Imputed value
Fertilizers by Product,Argentina,2007,t,1283455.0,Imputed value
Fertilizers by Product,Argentina,2008,t,962186.0,Imputed value
Fertilizers by Product,Argentina,2009,t,706482.0,Imputed value
Fertilizers by Product,Argentina,2010,t,1002817.0,Official figure
Fertilizers by Product,Argentina,2011,t,1125950.0,Official figure
Fertilizers by Product,Argentina,2012,t,909149.0,Official figure
Fertilizers by Product,Argentina,2013,t,972341.0,Official figure
Fertilizers by Product,Argentina,2014,t,1079690.0,Official figure
Fertilizers by Product,Argentina,2015,t,845619.0,Official figure
Fertilizers by Product,Argentina,2016,t,1265930.0,Official figure
Fertilizers by Product,Argentina,2017,t,1310399.0,Official figure
Fertilizers by Product,Argentina,2018,t,1630596.0,Estimated value
Fertilizers by Product,Argentina,2019,t,1826695.0,Official figure
Fertilizers by Product,Argentina,2020,t,2074028.0,Official figure
Fertilizers by Product,Argentina,2004,t,156610.0,Imputed value
Fertilizers by Product,Argentina,2005,t,129896.0,Imputed value
Fertilizers by Product,Argentina,2006,t,259849.0,Imputed value
Fertilizers by Product,Argentina,2007,t,337292.0,Imputed value
Fertilizers by Product,Argentina,2008,t,322583.0,Imputed value
Fertilizers by Product,Argentina,2009,t,124383.0,Imputed value
Fertilizers by Product,Argentina,2010,t,476438.0,Official figure
Fertilizers by Product,Argentina,2011,t,521242.0,Official figure
Fertilizers by Product,Argentina,2012,t,467084.0,Official figure
Fertilizers by Product,Argentina,2013,t,546378.0,Official figure
Fertilizers by Product,Argentina,2014,t,423648.0,Official figure
Fertilizers by Product,Argentina,2015,t,289273.0,Official figure
Fertilizers by Product,Argentina,2016,t,436838.0,Official figure
Fertilizers by Product,Argentina,2017,t,482052.0,Official figure
Fertilizers by Product,Argentina,2018,t,552535.0,Estimated value
Fertilizers by Product,Argentina,2019,t,616734.0,Official figure
Fertilizers by Product,Argentina,2020,t,640069.0,Official figure
Fertilizers by Product,Armenia,2018,t,0.0,Official figure
Fertilizers by Product,Armenia,2019,t,0.0,Official figure
Fertilizers by Product,Armenia,2020,t,0.0,Official figure
Fertilizers by Product,Armenia,2002,t,26681.0,Imputed value
Fertilizers by Product,Armenia,2003,t,18068.0,Imputed value
Fertilizers by Product,Armenia,2004,t,9195.0,Imputed value
Fertilizers by Product,Armenia,2005,t,4513.0,Imputed value
Fertilizers by Product,Armenia,2006,t,465.0,Imputed value
Fertilizers by Product,Armenia,2007,t,9402.47,Imputed value
Fertilizers by Product,Armenia,2008,t,24157.77,Imputed value
Fertilizers by Product,Armenia,2009,t,38713.0,Imputed value
Fertilizers by Product,Armenia,2010,t,27606.0,Imputed value
Fertilizers by Product,Armenia,2011,t,33647.0,Imputed value
Fertilizers by Product,Armenia,2018,t,21144.0,Official figure
Fertilizers by Product,Armenia,2019,t,9770.0,Official figure
Fertilizers by Product,Armenia,2020,t,5400.0,Official figure
Fertilizers by Product,Armenia,2002,t,18334.0,Imputed value
Fertilizers by Product,Armenia,2003,t,21290.0,Imputed value
Fertilizers by Product,Armenia,2004,t,39189.0,Imputed value
Fertilizers by Product,Armenia,2005,t,41560.0,Imputed value
Fertilizers by Product,Armenia,2006,t,56850.9,Imputed value
Fertilizers by Product,Armenia,2007,t,16950.63,Imputed value
Fertilizers by Product,Armenia,2008,t,144.0,Imputed value
Fertilizers by Product,Armenia,2009,t,2.0,Imputed value
Fertilizers by Product,Armenia,2010,t,3.0,Imputed value
Fertilizers by Product,Armenia,2011,t,5.0,Imputed value
Fertilizers by Product,Armenia,2018,t,1.0,Official figure
Fertilizers by Product,Armenia,2019,t,5.85,Official figure
Fertilizers by Product,Armenia,2020,t,39.1,Official figure
Fertilizers by Product,Armenia,2004,t,247.0,Imputed value
Fertilizers by Product,Armenia,2007,t,356.7,Imputed value
Fertilizers by Product,Armenia,2009,t,6.0,Imputed value
Fertilizers by Product,Armenia,2010,t,58.0,Imputed value
Fertilizers by Product,Armenia,2011,t,204.0,Imputed value
Fertilizers by Product,Armenia,2018,t,1536.0,Official figure
Fertilizers by Product,Armenia,2019,t,1080.0,Official figure
Fertilizers by Product,Armenia,2020,t,1720.0,Official figure
Fertilizers by Product,Armenia,2018,t,6.0,Official figure
Fertilizers by Product,Armenia,2019,t,0.0,Official figure
Fertilizers by Product,Armenia,2020,t,0.0,Official figure
Fertilizers by Product,Armenia,2016,t,1394.0,Official figure
Fertilizers by Product,Armenia,2017,t,2637.0,Official figure
Fertilizers by Product,Armenia,2018,t,3486.68,Official figure
Fertilizers by Product,Armenia,2019,t,4290.0,Official figure
Fertilizers by Product,Armenia,2020,t,4500.0,Official figure
Fertilizers by Product,Armenia,2004,t,2319.0,Imputed value
Fertilizers by Product,Armenia,2006,t,420.0,Imputed value
Fertilizers by Product,Armenia,2007,t,127.0,Imputed value
Fertilizers by Product,Armenia,2011,t,3.0,Imputed value
Fertilizers by Product,Armenia,2018,t,0.0,Official figure
Fertilizers by Product,Armenia,2019,t,0.0,Official figure
Fertilizers by Product,Armenia,2020,t,0.0,Official figure
Fertilizers by Product,Armenia,2005,t,221.0,Imputed value
Fertilizers by Product,Armenia,2006,t,0.9,Imputed value
Fertilizers by Product,Armenia,2007,t,200.0,Imputed value
Fertilizers by Product,Armenia,2008,t,153.33,Imputed value
Fertilizers by Product,Armenia,2009,t,235.0,Imputed value
Fertilizers by Product,Armenia,2010,t,191.0,Imputed value
Fertilizers by Product,Armenia,2011,t,403.0,Imputed value
Fertilizers by Product,Armenia,2018,t,222.5,Official figure
Fertilizers by Product,Armenia,2019,t,87.0,Official figure
Fertilizers by Product,Armenia,2020,t,351.0,Official figure
Fertilizers by Product,Armenia,2016,t,48510.0,Official figure
Fertilizers by Product,Armenia,2017,t,27101.0,Official figure
Fertilizers by Product,Armenia,2018,t,19501.0,Official figure
Fertilizers by Product,Armenia,2019,t,56964.0,Official figure
Fertilizers by Product,Armenia,2020,t,30000.0,Official figure
Fertilizers by Product,Armenia,2018,t,20.0,Official figure
Fertilizers by Product,Armenia,2019,t,7.6,Official figure
Fertilizers by Product,Armenia,2020,t,69.8,Official figure
Fertilizers by Product,Armenia,2009,t,254.0,Imputed value
Fertilizers by Product,Armenia,2010,t,1476.0,Imputed value
Fertilizers by Product,Armenia,2011,t,1.0,Imputed value
Fertilizers by Product,Armenia,2018,t,18.2,Official figure
Fertilizers by Product,Armenia,2019,t,212.0,Official figure
Fertilizers by Product,Armenia,2020,t,450.0,Official figure
Fertilizers by Product,Armenia,2016,t,149.04,Official figure
Fertilizers by Product,Armenia,2017,t,8.44,Official figure
Fertilizers by Product,Armenia,2018,t,3.0,Official figure
Fertilizers by Product,Armenia,2019,t,0.5,Official figure
Fertilizers by Product,Armenia,2020,t,87.5,Official figure
Fertilizers by Product,Armenia,2016,t,23.7,Official figure
Fertilizers by Product,Armenia,2017,t,272.3,Official figure
Fertilizers by Product,Armenia,2018,t,616.09,Official figure
Fertilizers by Product,Armenia,2019,t,17.0,Official figure
Fertilizers by Product,Armenia,2020,t,160.0,Official figure
Fertilizers by Product,Armenia,2018,t,0.0,Official figure
Fertilizers by Product,Armenia,2019,t,0.0,Official figure
Fertilizers by Product,Armenia,2020,t,0.0,Official figure
Fertilizers by Product,Armenia,2006,t,32.4,Imputed value
Fertilizers by Product,Armenia,2011,t,1.0,Imputed value
Fertilizers by Product,Armenia,2018,t,415.0,Official figure
Fertilizers by Product,Armenia,2019,t,150.9,Official figure
Fertilizers by Product,Armenia,2020,t,37.0,Official figure
Fertilizers by Product,Armenia,2006,t,0.5,Imputed value
Fertilizers by Product,Armenia,2007,t,10.04,Imputed value
Fertilizers by Product,Armenia,2008,t,15.25,Imputed value
Fertilizers by Product,Armenia,2018,t,54.0,Official figure
Fertilizers by Product,Armenia,2019,t,108.0,Official figure
Fertilizers by Product,Armenia,2020,t,72.7,Official figure
Fertilizers by Product,Armenia,2010,t,8.0,Imputed value
Fertilizers by Product,Armenia,2011,t,23.0,Imputed value
Fertilizers by Product,Armenia,2018,t,0.0,Official figure
Fertilizers by Product,Armenia,2019,t,0.0,Official figure
Fertilizers by Product,Armenia,2020,t,0.0,Official figure
Fertilizers by Product,Armenia,2004,t,9.0,Imputed value
Fertilizers by Product,Armenia,2005,t,15.0,Imputed value
Fertilizers by Product,Armenia,2007,t,2.0,Imputed value
Fertilizers by Product,Armenia,2008,t,11.0,Imputed value
Fertilizers by Product,Armenia,2009,t,5.0,Imputed value
Fertilizers by Product,Armenia,2010,t,4.0,Imputed value
Fertilizers by Product,Armenia,2011,t,4.0,Imputed value
Fertilizers by Product,Armenia,2018,t,144.0,Official figure
Fertilizers by Product,Armenia,2019,t,162.0,Official figure
Fertilizers by Product,Armenia,2020,t,36.7,Official figure
Fertilizers by Product,Armenia,2018,t,0.0,Official figure
Fertilizers by Product,Armenia,2019,t,0.0,Official figure
Fertilizers by Product,Armenia,2020,t,0.0,Official figure
Fertilizers by Product,Armenia,2010,t,34.0,Imputed value
Fertilizers by Product,Armenia,2011,t,15.0,Imputed value
Fertilizers by Product,Armenia,2018,t,2.0,Official figure
Fertilizers by Product,Armenia,2019,t,133.5,Official figure
Fertilizers by Product,Armenia,2020,t,42.5,Official figure
Fertilizers by Product,Armenia,2008,t,15.0,Imputed value
Fertilizers by Product,Armenia,2018,t,0.0,Official figure
Fertilizers by Product,Armenia,2019,t,0.0,Official figure
Fertilizers by Product,Armenia,2020,t,0.0,Official figure
Fertilizers by Product,Armenia,2002,t,13.0,Imputed value
Fertilizers by Product,Armenia,2003,t,28.0,Imputed value
Fertilizers by Product,Armenia,2004,t,3482.0,Imputed value
Fertilizers by Product,Armenia,2005,t,3.0,Imputed value
Fertilizers by Product,Armenia,2006,t,518.3,Imputed value
Fertilizers by Product,Armenia,2008,t,22.22,Imputed value
Fertilizers by Product,Armenia,2009,t,803.0,Imputed value
Fertilizers by Product,Armenia,2010,t,2082.0,Imputed value
Fertilizers by Product,Armenia,2011,t,2024.0,Imputed value
Fertilizers by Product,Armenia,2018,t,2512.0,Official figure
Fertilizers by Product,Armenia,2019,t,2378.0,Official figure
Fertilizers by Product,Armenia,2020,t,0.88,Official figure
Fertilizers by Product,Armenia,2018,t,0.0,Official figure
Fertilizers by Product,Armenia,2019,t,0.0,Official figure
Fertilizers by Product,Armenia,2020,t,2.0,Official figure
Fertilizers by Product,Australia,2014,t,45524.0,Official figure
Fertilizers by Product,Australia,2015,t,40000.0,Official figure
Fertilizers by Product,Australia,2016,t,39761.0,Official figure
Fertilizers by Product,Australia,2017,t,35411.0,Official figure
Fertilizers by Product,Australia,2004,t,351892.0,Imputed value
Fertilizers by Product,Australia,2005,t,33367.0,Imputed value
Fertilizers by Product,Australia,2014,t,504150.0,Imputed value
Fertilizers by Product,Australia,2015,t,176522.0,Imputed value
Fertilizers by Product,Australia,2016,t,165970.0,Imputed value
Fertilizers by Product,Australia,2017,t,151418.0,Imputed value
Fertilizers by Product,Australia,2003,t,266563.0,Imputed value
Fertilizers by Product,Australia,2004,t,306786.0,Imputed value
Fertilizers by Product,Australia,2005,t,300505.0,Imputed value
Fertilizers by Product,Australia,2010,t,160856.0,Official figure
Fertilizers by Product,Australia,2011,t,47329.0,Imputed value
Fertilizers by Product,Australia,2012,t,156799.0,Official figure
Fertilizers by Product,Australia,2013,t,134630.0,Official figure
Fertilizers by Product,Australia,2014,t,138915.0,Official figure
Fertilizers by Product,Australia,2015,t,192000.0,Official figure
Fertilizers by Product,Australia,2016,t,172581.0,Official figure
Fertilizers by Product,Australia,2017,t,146420.0,Official figure
Fertilizers by Product,Australia,2002,t,534.0,Imputed value
Fertilizers by Product,Australia,2003,t,398.0,Imputed value
Fertilizers by Product,Australia,2004,t,12971.0,Imputed value
Fertilizers by Product,Australia,2005,t,27814.0,Imputed value
Fertilizers by Product,Australia,2009,t,74.0,Imputed value
Fertilizers by Product,Australia,2010,t,1022315.0,Official figure
Fertilizers by Product,Australia,2012,t,1124066.0,Official figure
Fertilizers by Product,Australia,2009,t,416724.0,Imputed value
Fertilizers by Product,Australia,2011,t,713917.0,Imputed value
Fertilizers by Product,Australia,2014,t,860792.0,Imputed value
Fertilizers by Product,Australia,2015,t,1096851.0,Imputed value
Fertilizers by Product,Australia,2016,t,1114790.0,Imputed value
Fertilizers by Product,Australia,2017,t,962951.0,Imputed value
Fertilizers by Product,Australia,2009,t,41037.0,Imputed value
Fertilizers by Product,Australia,2010,t,1258690.0,Imputed value
Fertilizers by Product,Australia,2011,t,116990.0,Imputed value
Fertilizers by Product,Australia,2014,t,362206.0,Official figure
Fertilizers by Product,Australia,2015,t,304000.0,Official figure
Fertilizers by Product,Australia,2016,t,211449.0,Official figure
Fertilizers by Product,Australia,2017,t,287906.0,Official figure
Fertilizers by Product,Australia,2009,t,2208.0,Imputed value
Fertilizers by Product,Australia,2010,t,14162.0,Imputed value
